"scientificName","status","rank","Kingdom","Phylum","Class","Order","Family","Genus","PlantGenusSpecies","State","County","Latitude","Longitude","Site","Date","time","temp","hum","wind","FlowerNum","patch_size","Year","doy","Occ","logFlowerNum"
"Ranunculus alismifolius Geyer ex Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus alismifolius","OR","Lane",44.055547,-123.252071,"Fisher Butte",2020-04-20,"13:22",65,49,6,100,400,"2020",111,1,100
"Ranunculus alismifolius Geyer ex Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus alismifolius","OR","Lane",44.055547,-123.252071,"Fisher Butte",2020-04-20,"13:22",65,49,6,100,400,"2020",111,1,100
"Ranunculus alismifolius Geyer ex Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus alismifolius","OR","Lane",44.055547,-123.252071,"Fisher Butte",2020-04-20,"13:22",65,49,6,100,400,"2020",111,1,100
"Ranunculus alismifolius Geyer ex Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus alismifolius","OR","Lane",44.055547,-123.252071,"Fisher Butte",2020-04-20,"13:22",65,49,6,100,400,"2020",111,1,100
"Ranunculus alismifolius Geyer ex Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus alismifolius","OR","Lane",44.055547,-123.252071,"Fisher Butte",2020-04-20,"13:22",65,49,6,100,400,"2020",111,1,100
"Ranunculus alismifolius Geyer ex Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus alismifolius","OR","Lane",44.055547,-123.252071,"Fisher Butte",2020-04-20,"13:22",65,49,6,100,400,"2020",111,1,100
"Lomatium bradshawii (Rose ex Mathias) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium bradshawii","OR","Lane",44.055547,-123.252071,"Fisher Butte",2020-04-20,"13:52",66,49,6,19,60,"2020",111,1,19
"Lomatium bradshawii (Rose ex Mathias) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium bradshawii","OR","Lane",44.055547,-123.252071,"Fisher Butte",2020-04-20,"13:52",66,49,6,19,60,"2020",111,1,19
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.055547,-123.252071,"Fisher Butte",2020-04-20,"14:40",68,43,4,23,60,"2020",111,1,23
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.055547,-123.252071,"Fisher Butte",2020-04-20,"14:40",68,43,4,23,60,"2020",111,1,23
"Cardamine penduliflora O.E.Schulz","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine","Cardamine penduliflora","OR","Lane",44.055547,-123.252071,"Fisher Butte",2020-04-20,"15:05",68,43,4,21,50,"2020",111,1,21
"Ranunculus occidentalis Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus occidentalis","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:15",65,63,6,63,120,"2020",119,1,63
"Ranunculus occidentalis Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus occidentalis","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:15",65,63,6,63,120,"2020",119,1,63
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:45",66,63,7,119,200,"2020",119,1,119
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:45",66,63,7,119,200,"2020",119,1,119
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:45",66,63,7,119,200,"2020",119,1,119
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:45",66,63,7,119,200,"2020",119,1,119
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:45",66,63,7,119,200,"2020",119,1,119
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:45",66,63,7,119,200,"2020",119,1,119
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Geranium dissectum L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","Geranium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"14:13",68,56,6,15,40,"2020",119,1,15
"Ranunculus occidentalis Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus occidentalis","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:15",65,63,6,63,120,"2020",119,1,63
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"15:35",70,51,1,6,20,"2020",119,1,6
"Vicia sativa L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Vicia","Vicia sativa","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"14:20",68,56,6,132,250,"2020",119,1,132
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"15:35",70,51,1,6,20,"2020",119,1,6
"Sidalcea campestris Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea campestris","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:59",66,63,7,9,20,"2020",119,1,9
"Sidalcea campestris Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea campestris","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:59",NA,NA,NA,9,20,"2020",119,1,9
"Sidalcea campestris Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea campestris","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:59",NA,NA,NA,9,20,"2020",119,1,9
"Plectritis congesta (Lindl.) DC.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis","Plectritis congesta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"11:57",65,63,6,254,500,"2020",119,1,254
"Plectritis congesta (Lindl.) DC.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis","Plectritis congesta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"11:57",65,63,6,254,500,"2020",119,1,254
"Plectritis congesta (Lindl.) DC.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis","Plectritis congesta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"11:57",65,63,6,254,500,"2020",119,1,254
"Plectritis congesta (Lindl.) DC.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis","Plectritis congesta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"11:57",65,63,6,254,500,"2020",119,1,254
"Plectritis congesta (Lindl.) DC.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis","Plectritis congesta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"11:57",65,63,6,254,500,"2020",119,1,254
"Plectritis congesta (Lindl.) DC.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis","Plectritis congesta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"11:57",65,63,6,254,500,"2020",119,1,254
"Geranium dissectum L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","Geranium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"14:13",68,56,6,15,40,"2020",119,1,15
"Vicia sativa L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Vicia","Vicia sativa","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"14:20",68,56,6,132,250,"2020",119,1,132
"Vicia sativa L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Vicia","Vicia sativa","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"14:20",68,56,6,132,250,"2020",119,1,132
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"15:35",70,51,1,6,20,"2020",119,1,6
"Sidalcea virgata Howell","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea asprella","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"15:38",70,51,1,35,100,"2020",119,1,35
"Plectritis congesta (Lindl.) DC.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis","Plectritis congesta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"11:57",65,63,6,254,500,"2020",119,1,254
"Plectritis congesta (Lindl.) DC.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis","Plectritis congesta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"11:57",65,63,6,254,500,"2020",119,1,254
"Ranunculus occidentalis Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus occidentalis","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"12:15",65,63,6,63,120,"2020",119,1,63
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Sidalcea virgata Howell","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea asprella","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"15:38",NA,NA,NA,35,100,"2020",119,1,35
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Sidalcea virgata Howell","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea asprella","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"15:38",70,51,1,35,100,"2020",119,1,35
"Geranium dissectum L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","Geranium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"14:13",68,56,6,15,40,"2020",119,1,15
"Sidalcea virgata Howell","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea asprella","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"15:38",NA,NA,NA,35,100,"2020",119,1,35
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"13:00",66,63,7,33,62,"2020",119,1,33
"Lupinus bicolor Lindl.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus bicolor","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"14:00",67,59,6,95,120,"2020",119,1,95
"Castilleja levisecta Greenm.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja levisecta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"14:42",68,56,6,104,215,"2020",119,1,104
"Acmispon parviflorus (Benth.) D.D.Sokoloff","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Acmispon","Acmispon parviflorus","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"15:00",69,53,6,56,200,"2020",119,1,56
"Medicago lupina L.","DOUBTFUL","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago lupina","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"15:11",69,53,6,46,46,"2020",119,1,46
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"15:35",70,51,1,6,20,"2020",119,1,6
"Valerianella locusta (L.) Laterr.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Valerianella","Valerianella locusta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-04-28,"15:40",70,51,1,330,400,"2020",119,1,330
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Castilleja tenuis (A.Heller) T.I.Chuang & Heckard","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja tenuis","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:41",66,49,1,52,120,"2020",121,1,52
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Castilleja tenuis (A.Heller) T.I.Chuang & Heckard","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja tenuis","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:41",66,49,1,52,120,"2020",121,1,52
"Hosackia gracilis Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Hosackia","Hosackia gracilis","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:41",66,49,1,40,72,"2020",121,1,40
"Castilleja tenuis (A.Heller) T.I.Chuang & Heckard","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja tenuis","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:41",66,49,1,52,120,"2020",121,1,52
"Castilleja tenuis (A.Heller) T.I.Chuang & Heckard","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja tenuis","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:41",66,49,1,52,120,"2020",121,1,52
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",NA,NA,NA,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",NA,NA,NA,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2020-04-30,"12:55",66,49,1,11,18,"2020",121,1,11
