site_abbrev,site,date,iteration,time,observer,temp,hum,wind,plant_codon,plants_per_m2,patch_size,field notes,Multiplier,specimen_ID,Voucher Present,Project,insect_order,Misc Group,insect_family,insect_subfamily,insect_tribe,insect_genus,insect_subgenus,insect_species,insect_spp,Sex,lab notes,det_by,box,transect,Country,State,County,Latitude,Longitude,Elevation,tblPlants.Order,tblPlants.Family,tblPlants.Genus,tblPlants.Species,NonPlantDescription
BH,Bald Hill,24-Jun-19,late,14:26,S. Walters,78,36,2,zelmue,120,360,,1,TW_20190624_36,TRUE,Network,Coleoptera,,Meloidae,,,,,MS1,Meloidae MS1,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Gentianales,Gentianaceae,Centaurium,muehlenbergii,
BH,Bald Hill,24-Jun-19,late,14:47,S. Walters,73,40,4,creset,21,100,,1,TW_20190624_37,TRUE,Network,Coleoptera,,Meloidae,,,,,MS1,Meloidae MS1,,COW Eucera was spider victim,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Crepis,setosa,
BH,Bald Hill,24-Jun-19,late,13:00,D. Cappaert,77,36,2,claamo,8,51,,1,DC_20190624_19,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,,farinosus,Halictus farinosus,,COW. Numbers are clusters. Multiply by 7 for individual flowers,Q. Baine 2019,OSAC,,USA,OR,Benton,44.571101,-123.352349,161,Myrtales,Onagraceae,Clarkia,amoena,
BH,Bald Hill,24-Jun-19,late,9:50,D. Cappaert,63,54,4,creset,38,120,,1,DC_20190624_07,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,MS1,Lasioglossum MS1,,COW / weak veined,Q. Baine 2019,1032,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Crepis,setosa,
BH,Bald Hill,24-Jun-19,late,13:00,D. Cappaert,77,36,2,claamo,8,51,,1,DC_20190624_17,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,(Evylaeus),,Lasioglossum (Evylaeus),F,COW. Numbers are clusters. Multiply by 7 for individual flowers,Q. Baine 2019,1052,,USA,OR,Benton,44.571101,-123.352349,161,Myrtales,Onagraceae,Clarkia,amoena,
BH,Bald Hill,24-Jun-19,late,13:00,D. Cappaert,77,36,2,claamo,8,51,,1,DC_20190624_18,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,(Evylaeus),,Lasioglossum (Evylaeus),F,COW. Numbers are clusters. Multiply by 7 for individual flowers,Q. Baine 2019,1052,,USA,OR,Benton,44.571101,-123.352349,161,Myrtales,Onagraceae,Clarkia,amoena,
BH,Bald Hill,24-Jun-19,late,13:00,D. Cappaert,77,36,2,claamo,8,51,,1,DC_20190624_20,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,(Evylaeus),,Lasioglossum (Evylaeus),F,COW. Numbers are clusters. Multiply by 7 for individual flowers,Q. Baine 2019,1052,,USA,OR,Benton,44.571101,-123.352349,161,Myrtales,Onagraceae,Clarkia,amoena,
BH,Bald Hill,24-Jun-19,late,13:00,D. Cappaert,77,36,2,claamo,8,51,,1,DC_20190624_21,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,(Evylaeus),,Lasioglossum (Evylaeus),F,COW. Numbers are clusters. Multiply by 7 for individual flowers,Q. Baine 2019,1052,,USA,OR,Benton,44.571101,-123.352349,161,Myrtales,Onagraceae,Clarkia,amoena,
BH,Bald Hill,24-Jun-19,late,13:00,D. Cappaert,77,36,2,claamo,8,51,,1,DC_20190624_23,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,(Evylaeus),,Lasioglossum (Evylaeus),F,COW. Numbers are clusters. Multiply by 7 for individual flowers / Possibly synonomous with mellipes,Q. Baine 2019,Ref 2,,USA,OR,Benton,44.571101,-123.352349,161,Myrtales,Onagraceae,Clarkia,amoena,
BH,Bald Hill,24-Jun-19,late,13:00,D. Cappaert,77,36,2,claamo,8,51,,1,DC_20190624_24,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,(Evylaeus),,Lasioglossum (Evylaeus),F,COW. Numbers are clusters. Multiply by 7 for individual flowers,Q. Baine 2019,1052,,USA,OR,Benton,44.571101,-123.352349,161,Myrtales,Onagraceae,Clarkia,amoena,
BH,Bald Hill,24-Jun-19,late,13:00,D. Cappaert,77,36,2,claamo,8,51,,1,DC_20190624_25,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,(Evylaeus),,Lasioglossum (Evylaeus),F,COW. Numbers are clusters. Multiply by 7 for individual flowers,Q. Baine 2019,1052,,USA,OR,Benton,44.571101,-123.352349,161,Myrtales,Onagraceae,Clarkia,amoena,
BH,Bald Hill,24-Jun-19,late,9:50,D. Cappaert,63,54,4,creset,38,120,,1,DC_20190624_09,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,titusi,Lasioglossum titusi,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Crepis,setosa,
BH,Bald Hill,24-Jun-19,late,9:50,D. Cappaert,63,54,4,creset,38,120,,1,DC_20190624_10,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,titusi,Lasioglossum titusi,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Crepis,setosa,
BH,Bald Hill,24-Jun-19,late,13:00,D. Cappaert,77,36,2,claamo,8,51,,1,DC_20190624_22,TRUE,Network,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Megachilini,Megachile,,,Megachile,,COW. In reference collection. Numbers are clusters. Multiply by 7 for individual flowers,,,,USA,OR,Benton,44.571101,-123.352349,161,Myrtales,Onagraceae,Clarkia,amoena,
BH,Bald Hill,24-Jun-19,late,13:50,D. Cappaert,76,37,3,broele,11,57,,1,DC_20190624_26,TRUE,Network,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Osmiini,Osmia,(Mysticosmia),nemoris,Osmia nemoris,F,COW. Numbers are clusters. Multiply by 7 for individual flowers,,1084,,USA,OR,Benton,44.571101,-123.352349,161,Liliales,Liliaceae,Brodiaea,elegans,
BH,Bald Hill,24-Jun-19,late,13:51,S. Walters,76,37,3,leuvul,24,80,,1,TW_20190624_28,TRUE,Network,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,arbustorum,Eristalis arbustorum,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Leucanthemum,vulgare,
BH,Bald Hill,24-Jun-19,late,9:50,D. Cappaert,63,54,4,creset,38,120,,1,DC_20190624_11,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Syrphini,Eupeodes,,MS1,Eupeodes MS1,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Crepis,setosa,
BH,Bald Hill,24-Jun-19,late,14:26,S. Walters,78,36,2,zelmue,120,360,,1,TW_20190624_33,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Syrphini,Eupeodes,,MS1,Eupeodes MS1,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Gentianales,Gentianaceae,Centaurium,muehlenbergii,
BH,Bald Hill,24-Jun-19,late,9:50,D. Cappaert,63,54,4,creset,38,120,,1,DC_20190624_01,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,MS1,Sphaerophoria MS1,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Crepis,setosa,
BH,Bald Hill,24-Jun-19,late,9:50,D. Cappaert,63,54,4,creset,38,120,,1,DC_20190624_08,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,MS1,Sphaerophoria MS1,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Crepis,setosa,
BH,Bald Hill,24-Jun-19,late,13:51,S. Walters,76,37,3,leuvul,24,80,,1,TW_20190624_29,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,MS1,Sphaerophoria MS1,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Leucanthemum,vulgare,
BH,Bald Hill,24-Jun-19,late,13:51,S. Walters,76,37,3,leuvul,24,80,,1,TW_20190624_30,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,MS1,Sphaerophoria MS1,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Leucanthemum,vulgare,
BH,Bald Hill,24-Jun-19,late,13:51,S. Walters,76,37,3,leuvul,24,80,,1,TW_20190624_31,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,MS1,Sphaerophoria MS1,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Leucanthemum,vulgare,
BH,Bald Hill,24-Jun-19,late,13:51,S. Walters,76,37,3,leuvul,24,80,,1,TW_20190624_32,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,MS1,Sphaerophoria MS1,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Leucanthemum,vulgare,
BH,Bald Hill,24-Jun-19,late,9:50,D. Cappaert,63,54,4,creset,38,120,,1,DC_20190624_12,TRUE,Network,Lepidoptera,,,,,,,MS2,Lepidoptera MS2,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Crepis,setosa,
BH,Bald Hill,24-Jun-19,late,14:47,S. Walters,73,40,4,creset,21,100,,1,MISSED,FALSE,Network,Lepidoptera,,,,,,,,Lepidoptera,,COW moth,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Crepis,setosa,
BH,Bald Hill,24-Jun-19,late,14:47,S. Walters,73,40,4,creset,21,100,,1,MISSED,FALSE,Network,Lepidoptera,,,,,,,,Lepidoptera,,COW moth,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Crepis,setosa,
BH,Bald Hill,24-Jun-19,late,10:15,D. Cappaert,66,50,3,leuvul,69,230,,1,MISSED,FALSE,Network,,,,,,,,,,,COW,,,,USA,OR,Benton,44.571101,-123.352349,161,Asterales,Asteraceae,Leucanthemum,vulgare,
BH,Bald Hill,24-Jun-19,late,10:35,D. Cappaert,66,50,3,zelmue,35,185,,1,MISSED,FALSE,Network,,,,,,,,,,,COW. Numbers are clusters. Multiply by 5 for individual flowers,,,,USA,OR,Benton,44.571101,-123.352349,161,Gentianales,Gentianaceae,Centaurium,muehlenbergii,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-078,TRUE,ERDE Observation,Hymenoptera,Anthophila,Andrenidae,Panurginae,Panurgini,Perdita,,fallax,Perdita fallax,,,D. Cappaert 2021,Ref 1,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-077,TRUE,ERDE Observation,Hymenoptera,,Pompilidae,Pompilinae,Aporini,Aporus,,luxus,Aporus luxus,F,,E. Janasov 2021,Sam,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-060,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Xylocopinae,Ceratinini,Ceratina,,acantha,Ceratina acantha,F,Revisit ID's. C. nanula/acantha,S. Walters 2021,1081,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-061,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Xylocopinae,Ceratinini,Ceratina,,nanula,Ceratina nanula,F,Revisit ID's. C. nanula/acantha,S. Walters 2021,1081,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-062,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Xylocopinae,Ceratinini,Ceratina,,nanula,Ceratina nanula,F,Revisit ID's. C. nanula/acantha,S. Walters 2021,1081,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-063,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Xylocopinae,Ceratinini,Ceratina,,nanula,Ceratina nanula,F,Revisit ID's. C. nanula/acantha,S. Walters 2021,1081,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-064,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Xylocopinae,Ceratinini,Ceratina,,nanula,Ceratina nanula,F,Revisit ID's. C. nanula/acantha,S. Walters 2021,1081,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-052,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,,Melissodes,M,,S. Walters 2021,1009,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-054,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,(Callimelissodes),,Melissodes (Callimelissodes),M,Melisodes (Callimelissadae),S. Fitzgerald 2019,1009,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-056,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,(Callimelissodes),,Melissodes (Callimelissodes),M,Melisodes (Callimelissadae),S. Fitzgerald 2019,1009,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-047,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,,Melissodes,F,,S. Walters 2021,1009,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-048,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,,Melissodes,F,,S. Walters 2021,1009,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-049,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,,Melissodes,F,,S. Walters 2021,1009,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-050,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,,Melissodes,F,,S. Fitzgerald 2019,1009,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-051,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,,Melissodes,F,,S. Walters 2021,1009,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-053,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,,Melissodes,F,,S. Walters 2021,1009,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-055,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,,Melissodes,M,,S. Fitzgerald 2019,1009,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-059,TRUE,ERDE Observation,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,,MS1,Nomada MS1,F,,S. Walters 2021,1013,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-066,TRUE,ERDE Observation,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,,major,Bombylius major,,,E. Janasov 2021,1000,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-067,TRUE,ERDE Observation,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,,,Bombylius,,,,1068,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-093,TRUE,ERDE Observation,Diptera,,Calliphoridae,Luciliinae,,Lucilia,,sericata,Lucilia sericata,,,S. Fitzgerald 2020,1068,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-074,TRUE,ERDE Observation,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,"	Epicautini",puncticollis,"Epicauta puncticollis Dejean, 1834",,,E. Janasov 2021,1073,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-075,TRUE,ERDE Observation,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,"	Epicautini",puncticollis,"Epicauta puncticollis Dejean, 1834",,,E. Janasov 2021,1073,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-076,TRUE,ERDE Observation,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,"	Epicautini",puncticollis,"Epicauta puncticollis Dejean, 1834",,,E. Janasov 2021,1073,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-098,TRUE,ERDE Observation,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,"	Epicautini",puncticollis,"Epicauta puncticollis Dejean, 1834",,,E. Janasov 2021,1073,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-091,TRUE,ERDE Observation,Hymenoptera,,Crabronidae,Philanthinae,Philanthini,Philanthus,,MS1,Philanthus MS1,,,,,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-088,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,,rubicundus,Halictus rubicundus,M,,Q. Baine 2019,Susan,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-089,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,,rubicundus,Halictus rubicundus,M,,Q. Baine 2019,IAE,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-057,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,MS10,Lasioglossum MS10,F,Check ID,S. Fitzgerald 2019,1032,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-058,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,MS10,Lasioglossum MS10,F,Check ID,S. Fitzgerald 2019,1032,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-083,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,MS10,Lasioglossum MS10,F,,S. Fitzgerald 2019,1032,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-079,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,MS4,Lasioglossum MS4,F,,S. Fitzgerald 2019,1032,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-080,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,MS4,Lasioglossum MS4,F,,S. Fitzgerald 2019,1032,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-065,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,MS8,Lasioglossum MS8,M,,S. Fitzgerald 2019,1032,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-081,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,sisymbrii,Lasioglossum sisymbrii,F,,Q. Baine 2019,Sam,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-084,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,sisymbrii,Lasioglossum sisymbrii,F,,S. Walters 2021,1080,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-085,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,sisymbrii,Lasioglossum sisymbrii,F,,Q. Baine 2019,OSAC-2,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-082,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,titusi,Lasioglossum titusi,F,,Q. Baine 2019,1080,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-086,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,,Sphecodes,,MS21.01,Sphecodes MS21.01,F,,S. Walters 2021,Ref 2,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,leuvul,,,,,TK-087,TRUE,ERDE Observation,Hymenoptera,Anthophila,Halictidae,Halictinae,,Sphecodes,,MS21.01,Sphecodes MS21.01,M,,S. Walters 2021,1013,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Leucanthemum,vulgare,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-040,TRUE,ERDE Observation,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Anthidiini,Anthidium,,utahense,Anthidium utahense,M,,S. Fitzgerald 2020,Ref 1,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-041,TRUE,ERDE Observation,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Anthidiini,Anthidium,,utahense,Anthidium utahense,F,,S. Fitzgerald 2020,Ref 1,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-042,TRUE,ERDE Observation,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Anthidiini,Anthidium,,utahense,Anthidium utahense,M,,S. Fitzgerald 2020,1050,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-046,TRUE,ERDE Observation,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Megachilini,Coelioxys,,rufitarsis,Coelioxys rufitarsis,F,,J. Chisausky 2021,Ref 1,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-033,TRUE,ERDE Observation,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Megachilini,Megachile,,perihirta,Megachile perihirta,M,,S. Walters 2021,1001,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-034,TRUE,ERDE Observation,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Megachilini,Megachile,,perihirta,Megachile perihirta,M,,S. Walters 2021,Ref 2,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-035,TRUE,ERDE Observation,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Megachilini,Megachile,,brevis,Megachile brevis,M,,S. Walters 2021,1001,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-036,TRUE,ERDE Observation,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Megachilini,Megachile,,brevis,Megachile brevis,M,,S. Walters 2021,1001,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
CA,Calapooia,25-Jun-19,,,S. Walters,,,,erde,,,,,TK-037,TRUE,ERDE Observation,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Megachilini,Megachile,,brevis,Megachile brevis,F,,S. Walters 2021,1001,,USA,OR,Linn,44.33145,-122.7493,191,Asterales,Asteraceae,Erigeron,decumbens,
