occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Ranunculus occidentalis,Ranunculus occidentalis Nutt.,3033353,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus occidentalis,Ranunculus occidentalis,Nutt.,3033353,NA
NA,Sidalcea virgata,Sidalcea virgata Howell,3939895,EXACT,100,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Sidalcea virgata,Howell,3939895,11160737
NA,Sidalcea virgata,Sidalcea virgata Howell,3939895,EXACT,100,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Sidalcea virgata,Howell,3939895,11160737
NA,Sidalcea virgata,Sidalcea virgata Howell,3939895,EXACT,100,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Sidalcea virgata,Howell,3939895,11160737
NA,Ranunculus occidentalis,Ranunculus occidentalis Nutt.,3033353,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus occidentalis,Ranunculus occidentalis,Nutt.,3033353,NA
NA,Sidalcea virgata,Sidalcea virgata Howell,3939895,EXACT,100,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Sidalcea virgata,Howell,3939895,11160737
NA,Sidalcea virgata,Sidalcea virgata Howell,3939895,EXACT,100,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Sidalcea virgata,Howell,3939895,11160737
NA,Sidalcea virgata,Sidalcea virgata Howell,3939895,EXACT,100,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Sidalcea virgata,Howell,3939895,11160737
NA,Sidalcea virgata,Sidalcea virgata Howell,3939895,EXACT,100,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Sidalcea virgata,Howell,3939895,11160737
NA,Sidalcea virgata,Sidalcea virgata Howell,3939895,EXACT,100,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Sidalcea virgata,Howell,3939895,11160737
NA,Geramium dissectum,Geranium dissectum L.,2890040,FUZZY,89,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium dissectum,Geranium dissectum,L.,2890040,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,(Nutt.) J.M.Coult. & Rose,3034279,NA
NA,Ranunculus occidentalis,Ranunculus occidentalis Nutt.,3033353,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus occidentalis,Ranunculus occidentalis,Nutt.,3033353,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Castilleja levisecta,Castilleja levisecta Greenm.,3170657,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,Castilleja levisecta,Castilleja levisecta,Greenm.,3170657,NA
NA,Sidalcea campestris,Sidalcea campestris Greene,3152730,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Sidalcea campestris,Greene,3152730,NA
NA,Sidalcea campestris,Sidalcea campestris Greene,3152730,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Sidalcea campestris,Greene,3152730,NA
NA,Sherardia arvensis,Sherardia arvensis L.,5339050,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,Sherardia arvensis,Sherardia arvensis,L.,5339050,NA
NA,Plectritis congesta,Plectritis congesta (Lindl.) DC.,2888738,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Plectritis congesta,(Lindl.) DC.,2888738,NA
NA,Plectritis congesta,Plectritis congesta (Lindl.) DC.,2888738,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Plectritis congesta,(Lindl.) DC.,2888738,NA
NA,Vicia sativa,Vicia sativa L.,2975014,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,Vicia sativa,L.,2975014,NA
NA,Sidalcea campestris,Sidalcea campestris Greene,3152730,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Sidalcea campestris,Greene,3152730,NA
NA,Sidalcea campestris,Sidalcea campestris Greene,3152730,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Sidalcea campestris,Greene,3152730,NA
NA,Sidalcea campestris,Sidalcea campestris Greene,3152730,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Sidalcea campestris,Greene,3152730,NA
NA,Sidalcea campestris,Sidalcea campestris Greene,3152730,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Sidalcea campestris,Greene,3152730,NA
NA,Vicia sativa,Vicia sativa L.,2975014,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,Vicia sativa,L.,2975014,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Sidalcea campestris,Sidalcea campestris Greene,3152730,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Sidalcea campestris,Greene,3152730,NA
NA,Sidalcea campestris,Sidalcea campestris Greene,3152730,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Sidalcea campestris,Greene,3152730,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Sidalcea campestris,Sidalcea campestris Greene,3152730,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Sidalcea campestris,Greene,3152730,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Plectritis congesta,Plectritis congesta (Lindl.) DC.,2888738,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Plectritis congesta,(Lindl.) DC.,2888738,NA
NA,Plectritis congesta,Plectritis congesta (Lindl.) DC.,2888738,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Plectritis congesta,(Lindl.) DC.,2888738,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,(Nutt. ex Torr. & A.Gray) Mathias & Constance,3034268,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Heracleum maximum,Heracleum maximum W.Bartram,3034826,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Heracleum maximum,W.Bartram,3034826,NA
NA,Sidalcea campestris,Sidalcea campestris Greene,3152730,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Sidalcea campestris,Greene,3152730,NA
NA,Acmispon parviflorus,Acmispon parviflorus (Benth.) D.D.Sokoloff,2975796,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acmispon,Acmispon parviflorus,Acmispon parviflorus,(Benth.) D.D.Sokoloff,2975796,NA
NA,Vicia sp. 1,Vicia L.,2974751,HIGHERRANK,96,ACCEPTED,GENUS,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,NA,Vicia,L.,2974751,NA
NA,Lupinus bicolor,Lupinus bicolor Lindl.,2964576,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus bicolor,Lupinus bicolor,Lindl.,2964576,NA
NA,Medicago lupina,Medicago lupina L.,8342918,EXACT,99,DOUBTFUL,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago lupina,Medicago lupina,L.,8342918,NA
NA,Sherardia arvensis,Sherardia arvensis L.,5339050,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,Sherardia arvensis,Sherardia arvensis,L.,5339050,NA
NA,Sherardia arvensis,Sherardia arvensis L.,5339050,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,Sherardia arvensis,Sherardia arvensis,L.,5339050,NA
NA,Camassia quamash,Camassia quamash (Pursh) Greene,2769084,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Camassia quamash,(Pursh) Greene,2769084,NA
NA,Sisyrinchium bellum,Sisyrinchium bellum S.Watson,5296053,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium bellum,Sisyrinchium bellum,S.Watson,5296053,NA
